Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
119.29.50.113,115.156.142.42,6,443,39148,1225,2528.311
58.19.27.83,119.36.224.12,6,58574,443,328,2528.329
58.19.27.45,221.15.71.65,6,51756,443,2050,2528.383
182.118.233.67,183.94.22.20,17,40436,12070,1739,2528.477
183.95.73.17,123.145.193.12,17,51112,21315,284,2528.54
220.197.31.37,183.94.22.10,6,443,44962,1566,2528.543
101.28.253.164,218.106.117.229,6,443,47136,7825,2528.816
115.156.144.110,45.253.180.245,6,51796,10002,344,2528.882
115.156.143.38,121.194.11.72,6,6963,443,5457,2529.029
115.156.141.109,119.120.239.146,17,15121,6644,438,2529.131
115.156.141.218,182.254.61.198,6,47560,443,447,2529.193
119.36.225.50,183.95.73.54,6,443,6853,898000,2529.34
115.156.141.97,14.153.126.240,17,52551,41541,150,2529.62
156.238.204.69,115.156.143.249,6,443,52569,110522,2529.671
13.89.179.8,218.106.117.229,6,443,60622,1106,2529.807
112.132.119.67,183.94.22.74,6,443,51894,5136,2529.831
115.156.141.217,2.16.168.5,17,56872,443,1991,2530.018
58.205.215.159,115.156.143.164,6,80,53868,65461,2530.066
44.232.249.159,211.67.27.190,6,443,8556,1394,2530.101
116.172.66.189,183.95.73.80,6,8443,53288,28260,2530.116
58.19.27.85,116.133.8.61,6,37149,443,583,2530.148
157.148.36.249,183.94.22.82,6,443,33190,268,2530.163
183.204.244.235,183.95.73.68,6,443,57390,5948,2530.179
183.94.132.187,218.106.117.230,17,3729,12345,164,2530.202
211.67.22.186,113.240.96.112,6,45896,443,5915,2530.498
114.241.6.182,183.95.73.18,17,6891,41231,45804,2530.79
218.106.117.236,113.201.42.163,17,59712,80,350,2530.993
218.197.231.161,42.187.138.58,17,62262,3478,760,2531.721
111.172.236.83,115.156.142.81,6,80,6457,505312,2531.741
210.42.68.3,115.156.142.175,6,80,40434,1064365,2531.895
115.156.143.181,58.205.215.154,6,53330,443,266,2532.008
115.156.143.217,23.66.38.214,17,47951,443,4853,2532.048
101.236.9.24,115.156.142.210,6,443,45610,602,2532.089
115.156.143.105,69.231.153.77,6,3435,443,955,2532.537
115.156.142.42,119.29.50.113,6,39148,443,15886,2533.079
183.95.73.73,1.13.127.211,6,46128,443,528,2533.236
183.95.73.78,113.200.2.1,6,55811,443,2352,2533.245
123.119.204.29,183.95.73.27,17,7207,25410,49946,2533.372
183.94.22.77,3.165.11.22,6,51122,443,692,2533.537
115.156.143.62,122.189.220.164,6,52870,443,673,2534.393
115.156.141.35,104.17.222.19,17,53955,443,5985,2534.516
222.20.87.165,13.78.111.199,6,58009,443,1010,2534.6
222.20.98.12,44.208.9.11,6,56284,443,3199,2534.735
122.189.236.41,183.95.73.66,6,80,59374,240,2535.042
115.156.142.81,111.172.236.83,6,6399,80,1399,2535.167
183.95.73.29,113.207.108.71,6,60887,7709,671,2535.382
218.106.117.236,112.230.22.251,17,8276,18725,1117,2535.501
18.162.179.244,218.106.117.236,1,,,132,2535.766
112.224.161.197,183.94.22.20,17,4494,7700,168,2535.814
123.52.184.35,115.156.141.64,6,62489,51962,132,2535.96
115.156.141.183,120.232.27.24,17,55483,23000,5965,2536.12
61.165.102.71,183.95.73.21,17,23520,60786,208,2536.279
42.56.77.138,183.95.73.76,6,443,53540,137463,2536.298
115.156.144.124,156.238.222.66,6,45800,443,3504,2536.411
125.39.104.125,183.95.73.88,6,443,59200,1007,2536.677
222.192.186.76,218.197.246.47,6,443,58790,1574,2536.732
223.166.84.155,218.106.117.236,6,42217,45106,1715,2537.114
42.56.77.138,183.95.73.78,6,443,53221,77554,2537.198
183.94.138.61,183.94.22.55,17,24847,53326,281,2537.214
112.86.188.21,183.95.73.65,17,12188,57724,61657,2537.222
115.156.141.6,43.192.89.56,17,42778,9339,367,2537.359
111.124.200.101,115.156.141.224,6,443,57832,2225,2537.404
183.95.73.36,112.64.235.113,6,57882,443,2811,2537.416
220.202.20.244,183.95.73.20,6,443,58894,54438,2537.636
183.95.73.21,59.54.107.175,17,60786,12309,220,2537.852
203.209.250.2,115.156.141.203,6,443,6856,3488,2537.926
114.55.236.88,218.106.117.236,17,443,33719,3565,2537.951
122.205.0.94,1.193.75.212,6,14070,15261,132,2538.229
222.192.187.241,115.156.142.81,6,80,6513,170990,2538.423
101.50.8.134,183.94.22.19,6,443,42152,13744,2538.463
119.36.90.147,218.106.117.236,6,80,5268,1393,2538.494
211.91.233.18,183.94.22.65,6,443,6182,50883,2538.588
150.171.27.11,115.156.141.182,6,443,49767,7295,2538.917
8.153.109.248,115.156.141.159,6,443,45448,3068,2538.98
222.192.187.241,115.156.141.198,6,443,57507,2187,2539.464
58.19.27.57,116.128.170.191,6,49821,443,819,2539.559
27.16.213.251,202.114.0.250,6,56855,443,6167,2539.598
113.200.2.1,183.95.73.78,6,443,55811,234564,2539.706
58.19.27.89,110.230.20.168,17,8337,5657,195349,2539.982
183.94.22.39,221.200.105.100,6,6699,24363,1394,2540.123
115.156.141.138,160.86.121.25,17,46182,62728,541,2540.167
13.89.179.8,183.94.22.91,6,443,12058,275,2540.179
115.156.143.160,17.57.145.148,6,54167,5223,3522,2540.562
58.19.27.81,111.173.146.54,17,13798,25305,2262,2540.741
222.192.187.241,115.156.141.33,6,443,57856,3683,2541.04
120.221.12.142,115.156.144.188,17,26119,45217,927,2541.163
23.198.100.160,218.106.117.236,1,,,4146,2541.401
157.148.127.122,218.106.117.236,6,25021,46292,6516,2541.419
115.156.143.82,39.105.66.218,6,61765,443,1700,2541.809
183.94.22.57,120.52.87.247,6,46488,443,649,2541.894
113.135.54.240,183.94.22.21,17,6279,60786,208,2542.137
103.28.54.100,115.156.143.1,6,27025,59909,213,2542.156
115.156.143.145,222.192.187.240,6,40294,443,3242,2542.81
39.105.66.218,115.156.143.82,6,443,61765,6500,2542.923
115.156.141.169,121.194.11.73,6,48924,443,16694,2543.012
115.156.143.215,112.19.142.108,6,57926,443,398,2543.209
20.42.72.131,115.156.212.16,6,443,12533,201,2543.218
115.156.143.14,43.137.190.166,6,58843,443,743,2543.254
115.156.142.37,45.145.252.3,6,39306,443,798,2543.46
183.44.0.47,183.95.73.21,17,15150,60786,208,2543.491
157.255.219.229,218.106.117.236,6,443,55837,1924,2543.509
103.37.152.97,183.95.73.87,6,80,47564,120,2543.603
121.194.11.73,115.156.144.8,6,443,45442,2640,2543.76
115.156.141.152,180.233.86.15,17,31781,27544,297,2543.872
18.162.179.244,115.156.146.53,1,,,198,2543.886
23.198.100.160,115.156.143.247,1,,,6910,2544.042
60.222.177.86,183.95.73.34,17,17442,41779,1253,2544.345
115.156.142.159,13.107.139.11,6,6861,443,10830,2544.512
218.104.111.114,183.94.22.157,17,53,38168,265,2544.56
218.197.143.74,115.156.142.29,17,8310,7401,678,2544.674
58.205.220.238,115.156.141.125,6,443,4204,81244,2544.926
125.94.46.9,183.94.22.93,6,20042,53956,815,2545.232
112.132.86.39,218.106.117.232,17,3827,8021,240,2545.298
115.156.142.9,112.19.142.120,6,54846,443,321,2545.674
115.156.141.9,69.234.251.221,6,39544,9339,423,2545.675
180.130.97.37,183.95.73.92,6,80,60721,941233,2545.943
58.19.27.19,123.125.107.20,6,41352,8081,1698,2546.019
111.48.138.111,183.95.73.63,6,443,57764,1844,2546.108
220.197.33.194,183.94.22.38,6,443,46022,4351,2546.271
182.50.15.44,115.156.141.144,6,8080,52906,4740,2546.351
183.95.73.54,103.235.46.115,6,10122,80,126,2546.387
103.107.217.66,115.156.143.125,6,443,50056,533,2546.399
115.156.143.162,17.57.145.137,6,55657,5223,6209,2546.444
58.19.27.26,112.80.130.239,6,50631,65010,1563,2546.572
192.144.148.85,183.94.22.74,6,7824,53798,398,2546.587
119.45.249.52,183.95.73.20,6,443,38036,53143,2546.778
115.156.142.214,43.142.215.95,6,49908,443,3374,2546.819
101.207.203.117,218.106.117.231,17,21176,6683,2112,2546.997
115.156.143.145,59.78.211.251,6,45614,443,2546,2547.175
175.27.0.15,115.156.142.166,6,8080,53288,2600,2547.332
220.197.31.37,183.95.73.10,6,443,45014,5358,2547.332
202.89.233.100,115.156.141.221,6,443,42724,9179,2547.769
115.156.143.118,1.13.12.27,17,54113,443,8502,2547.819
183.95.220.132,183.95.73.72,6,443,43296,7908,2547.958
111.162.130.203,218.106.117.236,17,23588,18000,17450,2548.459
157.148.61.140,183.94.22.10,6,443,4227,947,2548.471
115.156.143.129,36.151.65.216,6,52882,23981,980,2548.505
42.186.104.58,115.156.143.115,6,11201,5398,369,2548.608
211.67.22.28,39.105.251.195,6,56782,443,2219,2548.711
43.137.152.228,115.156.141.28,6,80,60946,4831,2548.893
183.94.22.13,140.206.195.190,17,49434,49341,105635,2549.202
220.197.31.37,183.95.73.10,6,443,45012,1626,2549.421
115.156.141.61,202.90.108.64,6,54832,443,529,2549.618
115.156.144.183,43.137.129.111,6,55606,443,120,2549.786
218.197.231.6,117.34.84.12,6,55754,443,1902,2549.955
116.162.203.111,183.95.73.23,6,443,45974,605,2550.316
157.0.146.98,183.95.73.74,6,443,45970,456,2550.668
210.42.68.2,115.156.141.24,6,80,40016,38896,2550.681
115.156.144.69,183.228.34.253,17,60949,11790,205,2550.748
115.156.143.209,58.205.214.157,6,43744,80,9460,2550.912
113.206.177.74,183.95.73.10,17,12345,43590,1747,2551.07
111.172.236.82,115.156.141.66,6,80,49502,264,2551.154
119.97.181.246,183.95.73.48,6,80,61676,120,2551.202
183.94.22.62,122.189.237.8,6,46902,443,2176,2551.456
121.194.11.73,115.156.143.70,6,443,57965,2649,2551.664
115.156.142.222,81.69.116.86,17,33666,443,18611,2551.86
111.206.4.177,183.95.73.10,17,8000,43590,214,2551.931
222.20.98.98,47.113.5.1,6,59418,443,2531,2552.053
115.156.142.175,210.42.68.3,6,40434,80,4549,2552.461
112.192.155.196,183.95.73.73,1,,,272,2552.606
1.49.235.98,183.94.22.24,6,35053,56060,132,2552.664
43.141.70.189,115.156.141.153,6,80,19935,85286,2552.679
2.16.185.203,115.156.141.57,17,443,54275,16322,2552.865
208.103.161.1,183.95.73.18,6,443,6413,247,2552.915
210.42.68.12,115.156.141.216,6,80,34530,157306,2553.324
1.13.127.211,115.156.144.154,6,443,44074,7109,2553.424
119.167.166.169,218.106.117.232,17,80,49494,217,2553.475
116.162.34.80,218.106.117.236,6,443,38010,840,2553.513
183.94.22.91,59.174.83.8,17,14187,50427,93022,2553.783
183.95.73.67,112.80.129.163,17,54660,30035,682,2553.869
122.205.22.112,106.53.137.32,6,50931,443,205,2554.068
153.37.144.38,183.94.22.89,6,80,55771,706674,2554.529
115.156.142.27,175.24.219.101,17,53996,80,146,2554.558
58.241.140.66,218.106.117.236,17,8080,59392,328,2554.623
113.56.147.80,218.106.117.236,6,443,50375,1805,2554.784
146.112.41.2,222.20.79.46,6,443,58048,6187,2554.861
115.156.142.4,203.163.216.110,1,,,196,2555.118
210.42.108.140,61.242.130.46,6,1443,6122,260138,2555.121
58.19.27.71,36.248.246.5,17,42489,6890,128,2555.146
101.236.69.67,115.156.141.211,6,443,35996,25100,2555.468
210.42.68.4,115.156.141.208,6,80,54376,120627,2555.493
116.179.149.42,183.94.22.16,6,58332,28270,124,2555.519
116.153.64.184,183.94.22.88,6,443,44532,45239,2555.615
122.188.184.141,183.94.22.17,6,443,55302,48053,2555.755
115.156.143.215,42.186.104.58,6,56208,11331,190,2555.779
58.144.195.60,218.106.117.236,6,443,55010,68696,2556.017
115.156.144.147,120.53.53.53,6,58036,443,704,2556.143
42.186.104.58,115.156.141.135,6,11251,40350,202,2556.315
140.207.197.85,183.95.73.10,6,443,43740,690,2556.346
175.18.158.63,115.156.141.91,17,39788,21177,1120,2556.652
58.241.71.160,218.106.117.232,17,48985,8021,250,2556.662
115.156.141.42,121.194.11.73,6,57752,443,5433,2556.683
210.42.68.6,115.156.142.245,6,80,37534,59074,2556.739
122.193.0.135,183.95.73.39,6,443,51733,7556,2556.97
113.5.138.93,218.106.117.236,17,12345,12345,35927,2557.401
115.156.144.214,120.198.142.100,6,55810,58814,1023,2557.404
183.94.22.30,112.90.95.56,6,33582,443,9416,2557.544
42.186.104.58,115.156.142.92,6,11231,35504,202,2557.639
122.190.51.204,115.156.143.34,6,443,40242,10993,2557.736
180.102.100.4,115.156.141.114,17,24790,22809,8660,2557.862
222.20.103.6,49.4.32.206,6,60398,443,3513,2557.892
182.118.233.121,183.95.73.85,17,48131,13741,1253,2558.246
183.95.73.67,119.249.103.180,6,4558,80,1216,2558.274
1.13.127.211,115.156.143.165,6,443,50486,12115,2558.295
115.156.141.91,219.151.141.178,6,35696,443,4218,2558.511
122.188.39.46,183.94.22.29,6,80,41136,5727561,2558.55
122.205.21.120,36.163.40.39,6,32784,2180,180,2558.86
122.195.90.183,183.94.22.59,6,7824,57850,452,2558.976
59.56.23.6,115.156.143.237,6,80,2513,3657971,2559.022
211.67.22.186,103.37.152.48,6,49362,443,180,2559.025
106.15.105.54,115.156.141.70,6,443,49172,1745,2559.281
183.95.73.12,125.36.181.165,6,40036,443,36080,2559.341
218.104.111.114,183.94.22.148,17,53,14892,159,2559.484
183.95.73.25,101.205.224.42,17,8576,15070,334,2559.678
103.143.17.156,183.95.73.84,6,443,52001,9762,2559.744
58.19.27.83,140.207.176.18,17,49725,8000,582,2559.758
106.122.243.255,183.95.73.21,17,40169,60786,174,2559.769
115.156.142.251,1.12.12.21,6,49572,443,197,2559.77
115.156.144.94,175.27.4.102,6,51759,80,120,2559.868
58.205.220.13,202.114.3.12,6,80,55738,3367,2559.923
223.160.229.106,115.156.141.196,17,52354,7700,228,2560.076
43.142.215.98,183.94.22.71,6,443,52251,583,2560.144
69.234.206.194,115.156.141.63,6,443,58130,267,2560.187
115.156.143.181,122.205.109.41,6,37494,80,1399,2560.235
159.75.215.114,115.156.143.130,6,7824,45794,742,2560.339
119.36.175.54,183.95.73.70,6,80,55357,1484120,2560.341
112.83.140.16,183.95.73.15,6,443,4755,423,2560.509
115.156.142.245,210.42.68.6,6,37534,80,2694,2560.661
43.137.216.112,211.67.17.238,17,443,62858,78524,2560.675
183.94.22.97,119.167.206.3,6,39484,443,2779,2560.723
119.36.166.74,183.95.73.76,6,443,52447,30955,2560.829
69.234.206.194,222.20.101.213,6,443,14424,1725,2561.12
115.156.144.182,182.61.200.83,6,40586,443,1021,2561.317
115.156.141.125,58.205.220.238,6,4204,443,2534,2561.662
182.61.200.83,115.156.144.182,6,443,40586,194,2561.811
121.194.10.212,115.156.144.172,6,443,34204,40280,2562.371
69.192.128.212,115.156.142.210,1,,,4146,2562.451
120.241.118.244,183.94.22.33,6,17791,53562,4527,2562.462
111.20.141.101,115.156.144.192,6,19000,49835,285533,2562.482
183.95.73.44,183.95.249.98,17,52919,33982,1518,2562.484
113.56.189.63,183.94.22.25,6,443,55660,1546,2562.64
47.99.76.151,183.95.73.31,6,443,52917,6020,2562.866
183.94.22.46,157.255.246.60,17,31394,8001,371,2562.878
111.206.149.168,218.106.117.232,6,80,41090,493,2563.095
115.156.144.165,220.181.111.57,17,44532,18973,3288,2563.108
124.79.65.201,115.156.143.236,17,16512,38938,246,2563.176
115.156.144.175,222.192.187.254,17,43255,443,282,2563.206
39.91.185.244,183.94.22.82,6,80,49360,636069,2563.218
180.97.50.165,202.114.133.138,6,1500,51716,74446,2563.296
39.106.253.84,183.94.22.61,6,443,57830,770,2563.306
17.32.194.2,115.156.142.145,6,443,61888,315,2563.34
183.95.73.50,61.141.178.46,17,49692,63936,2272,2563.58
183.95.56.235,183.95.73.73,6,1702,44284,39574,2563.633
202.90.108.64,115.156.141.38,6,443,35694,1976,2563.732
115.156.141.43,43.192.13.199,17,58160,9339,480,2563.78
221.15.71.67,183.94.22.93,6,443,50914,5842,2563.893
115.156.143.94,120.53.101.199,6,45776,14000,2026,2564.027
61.241.54.232,183.95.73.61,1,,,196,2564.545
218.106.117.236,60.219.195.89,6,36507,35671,4530,2564.802
211.158.223.61,183.94.22.98,17,23044,48598,46131,2565.189
69.231.153.77,115.156.248.127,6,443,55764,258,2565.387
114.114.114.114,115.156.143.93,17,53,5745,376,2565.645
58.205.215.149,115.156.141.43,6,80,50511,1304842,2566.229
112.87.174.122,183.95.73.31,6,1500,13857,6056,2566.384
112.64.213.158,183.94.22.33,6,80,42964,1260,2566.43
115.156.143.223,120.222.203.153,6,45348,443,695,2566.482
43.141.70.12,115.156.144.126,6,443,50646,327660,2566.535
218.106.117.236,116.162.34.80,6,38010,443,565,2566.564
220.202.192.214,183.94.22.26,17,43346,57799,2630,2566.648
113.201.51.147,218.106.117.231,17,30974,4340,1432,2566.701
218.106.117.236,157.148.45.141,6,57339,80,2217,2566.724
115.156.144.146,121.199.203.189,6,54490,443,528,2566.753
115.156.248.127,69.231.153.77,6,55764,443,1922,2566.829
115.156.143.100,220.181.111.57,17,42612,18973,1761,2566.871
115.156.144.249,1.13.151.192,6,54413,443,4808,2566.938
106.75.26.24,211.67.20.2,6,10050,46238,354,2567.047
110.249.203.210,183.94.22.12,17,9681,8788,1078,2567.105
64.23.199.119,115.156.157.240,6,443,8194,720,2567.151
112.83.140.13,218.106.117.236,6,443,38934,30081,2567.354
222.20.32.194,69.234.206.194,6,64683,443,743,2567.577
103.63.160.125,183.95.73.55,6,443,44814,47629,2567.606
106.38.248.191,183.94.22.13,6,443,41232,15757,2567.783
115.156.141.212,121.194.11.72,6,44910,443,1973,2567.808
17.57.145.151,115.156.141.107,6,5223,55638,1736,2567.947
27.36.105.235,183.95.73.82,17,12186,42813,28008,2568.037
210.42.68.2,115.156.143.120,6,80,49497,807722,2568.069
58.19.27.81,123.6.63.51,6,50653,443,5484,2568.102
42.245.232.54,211.67.22.32,17,42882,7700,276,2568.133
115.156.144.8,121.194.11.73,6,45442,443,551,2568.281
115.156.144.160,49.233.247.68,6,58316,443,8503,2568.352
183.94.22.88,116.153.64.184,6,44532,443,1213,2568.531
36.150.232.176,115.156.214.63,6,20068,64602,2138,2568.839
184.30.18.9,115.156.144.119,6,443,4818,840,2568.881
36.33.205.244,183.94.22.33,6,29102,61671,4444,2569.146
58.19.27.57,61.240.206.14,6,7199,443,15162,2569.282
156.238.222.66,115.156.144.124,6,443,45842,403106,2569.366
61.240.206.12,183.95.73.39,6,443,56076,498,2569.429
58.19.27.13,122.191.18.55,6,58905,19999,8890,2569.641
114.112.209.204,115.156.143.236,6,1500,48134,60241,2569.963
115.156.142.39,58.205.212.119,17,42797,443,3521,2570.011
115.156.142.147,58.205.215.162,6,51698,80,10396,2570.023
122.188.185.27,183.94.22.17,6,443,5032,1288,2570.204
210.42.68.11,115.156.142.6,6,80,60724,325598,2570.355
111.205.94.20,183.94.22.94,6,443,49188,8190,2570.416
115.156.142.229,124.236.26.167,6,53534,80,3533,2570.44
115.156.143.61,17.57.145.133,6,58088,5223,3962,2570.453
43.137.23.178,115.156.143.180,6,8080,7351,1108,2570.472
218.106.117.236,112.80.183.11,6,50630,443,2191,2570.516
223.15.21.58,115.156.144.176,6,33233,9154,684,2570.56
122.189.225.47,183.94.22.63,6,443,49582,769736,2570.569
122.191.18.55,183.95.73.13,6,19999,51325,504797,2571.471
220.181.111.57,115.156.144.165,17,18973,44532,5571,2571.618
124.223.121.102,183.94.22.44,6,443,51971,1489,2571.789
106.15.105.54,115.156.141.70,6,443,49166,3543,2572.156
115.156.143.173,23.44.216.140,1,,,5528,2572.179
157.148.45.141,218.106.117.232,6,80,51431,180,2572.227
20.190.163.18,115.156.144.39,6,443,55123,13803,2572.229
115.156.144.41,58.205.222.15,6,44328,80,3354,2572.348
58.19.27.32,36.212.28.128,6,59979,28455,664,2572.587
34.84.242.114,222.20.98.77,6,80,46782,198,2572.661
125.36.181.16,183.94.22.10,6,443,46892,539,2573.078
115.156.141.116,104.208.16.90,6,59881,443,120,2573.118
111.29.57.160,115.156.141.149,6,41300,38762,2742,2573.143
115.156.142.11,101.229.252.91,6,57691,6881,1008,2573.505
183.94.22.32,112.132.119.67,6,6731,443,417,2573.682
112.80.183.81,183.94.22.85,6,5223,58707,7852,2574.104
222.20.83.82,121.194.11.72,6,65160,443,156,2574.155
58.22.255.90,183.94.22.100,17,25325,36895,110895,2574.256
122.205.0.94,183.69.233.5,17,12345,2138,952,2574.276
113.57.34.44,183.95.73.80,6,49155,58843,2161398,2574.342
183.94.22.19,113.56.145.174,6,38882,443,2871,2574.418
8.149.243.166,183.95.73.68,6,443,53588,808,2574.623
183.95.73.68,8.149.243.166,6,53588,443,1116,2574.907
111.206.174.203,183.94.22.39,6,443,39396,559,2574.924
218.106.117.236,60.219.83.248,17,58210,1474,1631,2574.946
124.251.34.202,115.156.143.167,6,443,56468,4200,2575.544
115.156.141.136,118.184.136.141,6,10301,15558,180,2575.917
123.6.129.44,218.106.117.236,6,443,35626,180,2576.184
220.202.7.101,183.95.73.54,6,443,45614,1580,2576.357
123.138.67.15,218.106.117.229,17,5505,44482,142,2577.041
183.50.249.227,115.156.144.214,6,22270,55793,192572,2577.2
49.7.88.4,183.95.73.29,6,443,43382,237,2577.536
115.156.144.215,210.42.68.13,6,42270,80,6018,2577.538
119.36.34.172,183.94.22.91,6,443,46844,833919,2577.572
117.34.84.12,218.197.231.6,6,443,55754,90624,2577.723
183.94.22.60,183.93.101.64,6,52464,443,2783,2578.054
183.95.73.73,183.2.140.99,17,7800,8105,132,2578.146
222.20.72.29,104.21.63.170,6,43758,443,7784,2578.211
118.25.168.233,183.95.73.77,6,443,38252,23290,2578.53
222.192.187.242,115.156.141.46,6,80,52372,7820,2578.552
157.255.246.41,183.94.22.12,17,8030,34476,365,2578.684
115.156.143.73,210.42.68.8,6,40140,80,1773,2578.747
218.106.117.232,175.170.14.82,17,11745,4880,513098,2578.843
157.0.146.48,218.106.117.236,17,4040,45176,468,2578.913
61.240.206.12,183.95.73.55,6,443,4547,12850,2578.937
223.167.21.147,218.106.117.232,17,1338,13102,358,2578.956
122.205.9.125,106.74.41.154,6,43454,443,480,2578.967
58.243.203.41,183.95.73.38,6,443,49933,33088,2579.16
69.231.153.77,222.20.32.95,6,443,40612,2340,2579.542
209.222.252.31,222.20.98.132,6,18480,60296,6122,2579.614
115.156.144.124,156.238.222.66,6,45868,443,4527,2579.982
115.156.141.216,120.253.255.162,6,59464,443,2488,2579.984
121.51.167.108,122.205.5.129,17,8023,1863,368,2580.106
61.161.0.184,183.94.22.53,17,443,55247,569181,2580.237
115.156.144.182,182.61.200.83,6,40590,443,631,2580.383
43.142.215.95,218.106.117.236,6,443,6493,643,2580.393
115.156.143.217,140.240.47.174,6,7452,33901,6263,2580.397
115.156.141.179,203.119.252.21,17,60199,443,12672,2580.436
58.19.27.49,58.241.254.106,17,51391,9631,2481,2580.572
115.156.141.211,202.90.108.11,6,48050,443,2363,2580.576
109.244.255.123,115.156.144.120,17,443,14836,21098,2580.729
122.191.18.51,183.94.22.16,6,19999,49405,258841,2580.737
222.192.187.245,115.156.143.87,6,443,38772,915550,2580.91
157.148.42.178,183.94.22.68,6,2099,56566,8633,2580.931
139.196.36.248,115.156.142.88,6,443,33512,2360,2580.936
115.156.144.52,106.117.242.63,17,61455,4480,4811,2581.261
115.156.142.134,140.205.70.240,17,49450,443,314,2581.35
218.106.117.236,122.137.153.178,17,8598,42717,232,2581.481
156.238.204.69,115.156.143.249,6,443,52761,105938,2581.486
115.156.142.133,121.194.11.73,6,58678,443,5874,2581.693
61.54.108.80,183.95.73.85,17,31780,13741,1611,2581.727
119.125.8.56,183.95.73.21,17,21543,60786,258,2581.818
115.156.141.126,1.84.103.58,17,57460,57873,124,2581.829
58.19.27.43,61.135.195.45,6,45560,443,1636,2582.043
115.156.142.139,222.192.187.244,6,59318,443,991,2582.44
115.156.144.42,17.57.145.134,6,60329,5223,230,2582.535
49.7.36.197,115.156.142.136,6,8081,37914,632,2582.613
218.106.117.236,112.65.195.38,17,47395,443,1038,2582.668
116.162.34.80,183.94.22.33,17,443,59874,1609,2582.694
210.42.68.2,115.156.143.213,6,80,48914,110848,2583.397
180.153.201.124,115.156.141.8,6,80,41262,7162,2583.487
222.192.187.253,218.197.197.129,6,80,42630,2964,2584.009
115.156.143.162,58.205.222.13,6,48682,80,6930,2584.106
116.162.46.244,183.94.22.31,17,443,60922,2308,2584.15
202.89.233.96,183.94.22.91,6,443,56603,6915,2584.197
183.94.22.80,116.172.66.189,6,53272,8443,60398,2584.317
157.148.58.72,183.95.73.23,6,443,60808,4531,2584.354
125.39.196.254,218.106.117.236,6,8001,59024,1565,2584.393
121.194.11.73,222.20.32.139,6,443,65409,386,2584.66
222.20.32.225,34.237.241.83,6,57765,443,120,2584.796
1.13.127.211,115.156.144.178,6,443,60282,11625,2584.999
69.231.153.77,115.156.143.25,6,443,7680,378,2585.015
202.90.110.46,183.95.73.36,6,443,52991,23705,2585.578
122.189.171.106,183.94.22.44,6,443,44400,1108,2585.663
116.209.192.110,115.156.142.162,17,8532,8567,75825,2585.699
183.95.73.54,157.148.45.141,6,51478,80,702,2586.172
58.19.27.27,36.249.167.54,17,54304,12345,592,2586.316
115.156.141.184,111.39.114.5,6,43886,22471,1134,2586.338
203.119.174.148,115.156.141.47,6,443,55250,2025,2586.659
218.106.117.236,123.88.160.210,6,54176,4470,264,2742.464
43.137.154.198,115.156.143.97,6,443,49144,85637,2742.686
110.85.5.232,202.114.212.182,17,35904,21264,1056,2742.87
115.156.142.89,120.210.83.13,6,39688,22529,1301,2742.913
37.77.81.70,218.106.117.236,6,443,50064,924025,2743.243
58.20.209.159,183.95.73.68,6,80,46350,98249,2743.294
34.149.100.209,218.106.117.236,6,443,61924,15911,2743.404
218.197.196.123,60.170.171.35,17,55167,9783,733,2743.421
202.114.132.61,202.89.233.101,6,49946,443,17853,2743.929
109.244.227.39,183.95.73.14,6,443,60220,2908,2744.105
210.42.68.4,115.156.141.47,6,80,34084,303889,2744.124
